epoch: 1 model config: 0 f1_weighted: 0.0563582144677639
epoch: 2 model config: 0 f1_weighted: 0.054282404482364655
epoch: 3 model config: 0 f1_weighted: 0.07864472270011902
epoch: 4 model config: 0 f1_weighted: 0.10713225603103638
epoch: 5 model config: 0 f1_weighted: 0.16577060520648956
epoch: 6 model config: 0 f1_weighted: 0.2034904509782791
epoch: 7 model config: 0 f1_weighted: 0.22265328466892242
epoch: 8 model config: 0 f1_weighted: 0.23172716796398163
epoch: 9 model config: 0 f1_weighted: 0.2500138282775879
epoch: 10 model config: 0 f1_weighted: 0.2561897337436676
epoch: 11 model config: 0 f1_weighted: 0.267215371131897
epoch: 12 model config: 0 f1_weighted: 0.2725270688533783
epoch: 13 model config: 0 f1_weighted: 0.26315581798553467
epoch: 14 model config: 0 f1_weighted: 0.2600475549697876
epoch: 15 model config: 0 f1_weighted: 0.26167938113212585
epoch: 16 model config: 0 f1_weighted: 0.2662930190563202
epoch: 17 model config: 0 f1_weighted: 0.26496851444244385
epoch: 18 model config: 0 f1_weighted: 0.25547945499420166
epoch: 19 model config: 0 f1_weighted: 0.2457115650177002
epoch: 20 model config: 0 f1_weighted: 0.24283328652381897
